FIPS,county_state,year,pop
51075,"Goochland County, Virginia",2012,21273
51075,"Goochland County, Virginia",2013,21565
51075,"Goochland County, Virginia",2014,21849
27049,"Goodhue County, Minnesota",2000,44154
27049,"Goodhue County, Minnesota",2001,44574
27049,"Goodhue County, Minnesota",2002,44927
27049,"Goodhue County, Minnesota",2003,45029
27049,"Goodhue County, Minnesota",2004,45329
27049,"Goodhue County, Minnesota",2005,45339
27049,"Goodhue County, Minnesota",2006,45598
27049,"Goodhue County, Minnesota",2007,45866
27049,"Goodhue County, Minnesota",2008,45919
27049,"Goodhue County, Minnesota",2009,46035
27049,"Goodhue County, Minnesota",2010,46210
27049,"Goodhue County, Minnesota",2011,46099
27049,"Goodhue County, Minnesota",2012,46140
27049,"Goodhue County, Minnesota",2013,46106
27049,"Goodhue County, Minnesota",2014,46016
16047,"Gooding County, Idaho",2000,14196
16047,"Gooding County, Idaho",2001,14215
16047,"Gooding County, Idaho",2002,14342
16047,"Gooding County, Idaho",2003,14483
16047,"Gooding County, Idaho",2004,14562
16047,"Gooding County, Idaho",2005,14614
16047,"Gooding County, Idaho",2006,14749
16047,"Gooding County, Idaho",2007,14963
16047,"Gooding County, Idaho",2008,15216
16047,"Gooding County, Idaho",2009,15270
16047,"Gooding County, Idaho",2010,15471
16047,"Gooding County, Idaho",2011,15355
16047,"Gooding County, Idaho",2012,15250
16047,"Gooding County, Idaho",2013,15169
16047,"Gooding County, Idaho",2014,15086
13129,"Gordon County, Georgia",2000,44401
13129,"Gordon County, Georgia",2001,45757
13129,"Gordon County, Georgia",2002,46939
13129,"Gordon County, Georgia",2003,48145
13129,"Gordon County, Georgia",2004,49426
13129,"Gordon County, Georgia",2005,50602
13129,"Gordon County, Georgia",2006,52161
13129,"Gordon County, Georgia",2007,53409
13129,"Gordon County, Georgia",2008,54567
13129,"Gordon County, Georgia",2009,54945
13129,"Gordon County, Georgia",2010,55257
13129,"Gordon County, Georgia",2011,55520
13129,"Gordon County, Georgia",2012,55687
13129,"Gordon County, Georgia",2013,55761
13129,"Gordon County, Georgia",2014,55836
56015,"Goshen County, Wyoming",2000,12561
56015,"Goshen County, Wyoming",2001,12475
56015,"Goshen County, Wyoming",2002,12381
56015,"Goshen County, Wyoming",2003,12374
56015,"Goshen County, Wyoming",2004,12473
56015,"Goshen County, Wyoming",2005,12460
56015,"Goshen County, Wyoming",2006,12538
56015,"Goshen County, Wyoming",2007,12620
56015,"Goshen County, Wyoming",2008,12772
56015,"Goshen County, Wyoming",2009,12967
56015,"Goshen County, Wyoming",2010,13422
56015,"Goshen County, Wyoming",2011,13574
56015,"Goshen County, Wyoming",2012,13637
56015,"Goshen County, Wyoming",2013,13545
56015,"Goshen County, Wyoming",2014,13522
31073,"Gosper County, Nebraska",2000,2146
31073,"Gosper County, Nebraska",2001,2096
31073,"Gosper County, Nebraska",2002,2100
31073,"Gosper County, Nebraska",2003,2136
31073,"Gosper County, Nebraska",2004,2112
31073,"Gosper County, Nebraska",2005,2110
31073,"Gosper County, Nebraska",2006,2075
31073,"Gosper County, Nebraska",2007,2101
31073,"Gosper County, Nebraska",2008,2049
31073,"Gosper County, Nebraska",2009,2020
31073,"Gosper County, Nebraska",2010,2040
31073,"Gosper County, Nebraska",2011,1991
31073,"Gosper County, Nebraska",2012,2080
31073,"Gosper County, Nebraska",2013,2017
31073,"Gosper County, Nebraska",2014,2004
20063,"Gove County, Kansas",2000,3087
20063,"Gove County, Kansas",2001,3044
20063,"Gove County, Kansas",2002,3018
20063,"Gove County, Kansas",2003,2947
20063,"Gove County, Kansas",2004,2896
20063,"Gove County, Kansas",2005,2840
20063,"Gove County, Kansas",2006,2824
20063,"Gove County, Kansas",2007,2757
20063,"Gove County, Kansas",2008,2646
20063,"Gove County, Kansas",2009,2689
20063,"Gove County, Kansas",2010,2692
20063,"Gove County, Kansas",2011,2726
20063,"Gove County, Kansas",2012,2759
20063,"Gove County, Kansas",2013,2794
20063,"Gove County, Kansas",2014,2748
13131,"Grady County, Georgia",2000,23624
13131,"Grady County, Georgia",2001,23635
13131,"Grady County, Georgia",2002,23635
13131,"Grady County, Georgia",2003,23716
13131,"Grady County, Georgia",2004,23840
13131,"Grady County, Georgia",2005,24031
13131,"Grady County, Georgia",2006,24384
13131,"Grady County, Georgia",2007,24624
13131,"Grady County, Georgia",2008,24728
13131,"Grady County, Georgia",2009,24893
13131,"Grady County, Georgia",2010,25021
13131,"Grady County, Georgia",2011,25097
13131,"Grady County, Georgia",2012,25270
13131,"Grady County, Georgia",2013,25101
13131,"Grady County, Georgia",2014,25215
40051,"Grady County, Oklahoma",2000,45534
40051,"Grady County, Oklahoma",2001,45856
40051,"Grady County, Oklahoma",2002,46691
40051,"Grady County, Oklahoma",2003,47277
40051,"Grady County, Oklahoma",2004,48167
40051,"Grady County, Oklahoma",2005,49256
40051,"Grady County, Oklahoma",2006,50462
40051,"Grady County, Oklahoma",2007,50931
40051,"Grady County, Oklahoma",2008,51621
40051,"Grady County, Oklahoma",2009,52231
40051,"Grady County, Oklahoma",2010,52440
40051,"Grady County, Oklahoma",2011,52751
40051,"Grady County, Oklahoma",2012,53026
40051,"Grady County, Oklahoma",2013,53637
40051,"Grady County, Oklahoma",2014,53878
