FIPS,county_state,year,pop
13225,"Peach County, Georgia",2010,27857
13225,"Peach County, Georgia",2011,27786
13225,"Peach County, Georgia",2012,27765
13225,"Peach County, Georgia",2013,27162
13225,"Peach County, Georgia",2014,27142
28109,"Pearl River County, Mississippi",2000,48621
28109,"Pearl River County, Mississippi",2001,49083
28109,"Pearl River County, Mississippi",2002,49659
28109,"Pearl River County, Mississippi",2003,49968
28109,"Pearl River County, Mississippi",2004,50624
28109,"Pearl River County, Mississippi",2005,50990
28109,"Pearl River County, Mississippi",2006,55153
28109,"Pearl River County, Mississippi",2007,56053
28109,"Pearl River County, Mississippi",2008,56538
28109,"Pearl River County, Mississippi",2009,56085
28109,"Pearl River County, Mississippi",2010,55693
28109,"Pearl River County, Mississippi",2011,55441
28109,"Pearl River County, Mississippi",2012,54999
28109,"Pearl River County, Mississippi",2013,54833
28109,"Pearl River County, Mississippi",2014,55121
48371,"Pecos County, Texas",2000,16667
48371,"Pecos County, Texas",2001,16284
48371,"Pecos County, Texas",2002,16084
48371,"Pecos County, Texas",2003,15709
48371,"Pecos County, Texas",2004,15554
48371,"Pecos County, Texas",2005,15385
48371,"Pecos County, Texas",2006,15403
48371,"Pecos County, Texas",2007,15321
48371,"Pecos County, Texas",2008,15251
48371,"Pecos County, Texas",2009,15490
48371,"Pecos County, Texas",2010,15523
48371,"Pecos County, Texas",2011,15643
48371,"Pecos County, Texas",2012,15568
48371,"Pecos County, Texas",2013,15660
48371,"Pecos County, Texas",2014,15828
38067,"Pembina County, North Dakota",2000,8590
38067,"Pembina County, North Dakota",2001,8376
38067,"Pembina County, North Dakota",2002,8217
38067,"Pembina County, North Dakota",2003,8188
38067,"Pembina County, North Dakota",2004,8088
38067,"Pembina County, North Dakota",2005,7911
38067,"Pembina County, North Dakota",2006,7786
38067,"Pembina County, North Dakota",2007,7585
38067,"Pembina County, North Dakota",2008,7452
38067,"Pembina County, North Dakota",2009,7407
38067,"Pembina County, North Dakota",2010,7402
38067,"Pembina County, North Dakota",2011,7354
38067,"Pembina County, North Dakota",2012,7220
38067,"Pembina County, North Dakota",2013,7098
38067,"Pembina County, North Dakota",2014,7068
29155,"Pemiscot County, Missouri",2000,20060
29155,"Pemiscot County, Missouri",2001,19887
29155,"Pemiscot County, Missouri",2002,19839
29155,"Pemiscot County, Missouri",2003,19592
29155,"Pemiscot County, Missouri",2004,19338
29155,"Pemiscot County, Missouri",2005,19211
29155,"Pemiscot County, Missouri",2006,18953
29155,"Pemiscot County, Missouri",2007,18788
29155,"Pemiscot County, Missouri",2008,18552
29155,"Pemiscot County, Missouri",2009,18378
29155,"Pemiscot County, Missouri",2010,18261
29155,"Pemiscot County, Missouri",2011,18185
29155,"Pemiscot County, Missouri",2012,18075
29155,"Pemiscot County, Missouri",2013,17774
29155,"Pemiscot County, Missouri",2014,17564
53051,"Pend Oreille County, Washington",2000,11672
53051,"Pend Oreille County, Washington",2001,11807
53051,"Pend Oreille County, Washington",2002,11934
53051,"Pend Oreille County, Washington",2003,12029
53051,"Pend Oreille County, Washington",2004,12244
53051,"Pend Oreille County, Washington",2005,12357
53051,"Pend Oreille County, Washington",2006,12681
53051,"Pend Oreille County, Washington",2007,12828
53051,"Pend Oreille County, Washington",2008,12985
53051,"Pend Oreille County, Washington",2009,13043
53051,"Pend Oreille County, Washington",2010,12950
53051,"Pend Oreille County, Washington",2011,12954
53051,"Pend Oreille County, Washington",2012,13003
53051,"Pend Oreille County, Washington",2013,12885
53051,"Pend Oreille County, Washington",2014,12919
37141,"Pender County, North Carolina",2000,41212
37141,"Pender County, North Carolina",2001,41610
37141,"Pender County, North Carolina",2002,42416
37141,"Pender County, North Carolina",2003,42949
37141,"Pender County, North Carolina",2004,44136
37141,"Pender County, North Carolina",2005,45485
37141,"Pender County, North Carolina",2006,47481
37141,"Pender County, North Carolina",2007,49181
37141,"Pender County, North Carolina",2008,50551
37141,"Pender County, North Carolina",2009,51636
37141,"Pender County, North Carolina",2010,52415
37141,"Pender County, North Carolina",2011,53175
37141,"Pender County, North Carolina",2012,53714
37141,"Pender County, North Carolina",2013,54779
37141,"Pender County, North Carolina",2014,55900
21191,"Pendleton County, Kentucky",2000,14475
21191,"Pendleton County, Kentucky",2001,14593
21191,"Pendleton County, Kentucky",2002,14693
21191,"Pendleton County, Kentucky",2003,14819
21191,"Pendleton County, Kentucky",2004,14809
21191,"Pendleton County, Kentucky",2005,14884
21191,"Pendleton County, Kentucky",2006,14972
21191,"Pendleton County, Kentucky",2007,14935
21191,"Pendleton County, Kentucky",2008,14867
21191,"Pendleton County, Kentucky",2009,14786
21191,"Pendleton County, Kentucky",2010,14915
21191,"Pendleton County, Kentucky",2011,14662
21191,"Pendleton County, Kentucky",2012,14552
21191,"Pendleton County, Kentucky",2013,14565
21191,"Pendleton County, Kentucky",2014,14476
54071,"Pendleton County, West Virginia",2000,8166
54071,"Pendleton County, West Virginia",2001,8112
54071,"Pendleton County, West Virginia",2002,8030
54071,"Pendleton County, West Virginia",2003,8073
54071,"Pendleton County, West Virginia",2004,8036
54071,"Pendleton County, West Virginia",2005,7941
54071,"Pendleton County, West Virginia",2006,7922
54071,"Pendleton County, West Virginia",2007,7792
54071,"Pendleton County, West Virginia",2008,7761
54071,"Pendleton County, West Virginia",2009,7701
54071,"Pendleton County, West Virginia",2010,7675
54071,"Pendleton County, West Virginia",2011,7537
54071,"Pendleton County, West Virginia",2012,7470
54071,"Pendleton County, West Virginia",2013,7375
54071,"Pendleton County, West Virginia",2014,7229
27113,"Pennington County, Minnesota",2000,13545
27113,"Pennington County, Minnesota",2001,13373
27113,"Pennington County, Minnesota",2002,13607
27113,"Pennington County, Minnesota",2003,13604
27113,"Pennington County, Minnesota",2004,13640
27113,"Pennington County, Minnesota",2005,13639
27113,"Pennington County, Minnesota",2006,13810
27113,"Pennington County, Minnesota",2007,13840
27113,"Pennington County, Minnesota",2008,13842
27113,"Pennington County, Minnesota",2009,13873
27113,"Pennington County, Minnesota",2010,13968
27113,"Pennington County, Minnesota",2011,14070
27113,"Pennington County, Minnesota",2012,14119
27113,"Pennington County, Minnesota",2013,14139
27113,"Pennington County, Minnesota",2014,14111
46103,"Pennington County, South Dakota",2000,88872
46103,"Pennington County, South Dakota",2001,89953
46103,"Pennington County, South Dakota",2002,90677
46103,"Pennington County, South Dakota",2003,91117
46103,"Pennington County, South Dakota",2004,92560
46103,"Pennington County, South Dakota",2005,93099
46103,"Pennington County, South Dakota",2006,94394
46103,"Pennington County, South Dakota",2007,95895
46103,"Pennington County, South Dakota",2008,98128
46103,"Pennington County, South Dakota",2009,99845
46103,"Pennington County, South Dakota",2010,101243
46103,"Pennington County, South Dakota",2011,102404
46103,"Pennington County, South Dakota",2012,104232
46103,"Pennington County, South Dakota",2013,105919
46103,"Pennington County, South Dakota",2014,107510
23019,"Penobscot County, Maine",2000,144937
23019,"Penobscot County, Maine",2001,146110
23019,"Penobscot County, Maine",2002,147298
23019,"Penobscot County, Maine",2003,148759
23019,"Penobscot County, Maine",2004,148814
23019,"Penobscot County, Maine",2005,149726
23019,"Penobscot County, Maine",2006,151446
23019,"Penobscot County, Maine",2007,152232
23019,"Penobscot County, Maine",2008,153372
23019,"Penobscot County, Maine",2009,153770
23019,"Penobscot County, Maine",2010,153861
23019,"Penobscot County, Maine",2011,153759
23019,"Penobscot County, Maine",2012,153347
23019,"Penobscot County, Maine",2013,153222
23019,"Penobscot County, Maine",2014,153201
17143,"Peoria County, Illinois",2000,183186
17143,"Peoria County, Illinois",2001,182348
17143,"Peoria County, Illinois",2002,182685
17143,"Peoria County, Illinois",2003,182338
17143,"Peoria County, Illinois",2004,182613
17143,"Peoria County, Illinois",2005,182868
17143,"Peoria County, Illinois",2006,183446
17143,"Peoria County, Illinois",2007,184048
17143,"Peoria County, Illinois",2008,184803
17143,"Peoria County, Illinois",2009,186930
17143,"Peoria County, Illinois",2010,186222
17143,"Peoria County, Illinois",2011,186754
17143,"Peoria County, Illinois",2012,187317
17143,"Peoria County, Illinois",2013,188643
17143,"Peoria County, Illinois",2014,187512
55091,"Pepin County, Wisconsin",2000,7301
55091,"Pepin County, Wisconsin",2001,7355
55091,"Pepin County, Wisconsin",2002,7436
55091,"Pepin County, Wisconsin",2003,7454
55091,"Pepin County, Wisconsin",2004,7536
55091,"Pepin County, Wisconsin",2005,7566
55091,"Pepin County, Wisconsin",2006,7540
55091,"Pepin County, Wisconsin",2007,7557
55091,"Pepin County, Wisconsin",2008,7545
55091,"Pepin County, Wisconsin",2009,7480
55091,"Pepin County, Wisconsin",2010,7472
55091,"Pepin County, Wisconsin",2011,7400
55091,"Pepin County, Wisconsin",2012,7373
55091,"Pepin County, Wisconsin",2013,7347
55091,"Pepin County, Wisconsin",2014,7299
31135,"Perkins County, Nebraska",2000,3181
31135,"Perkins County, Nebraska",2001,3125
31135,"Perkins County, Nebraska",2002,3119
31135,"Perkins County, Nebraska",2003,3082
31135,"Perkins County, Nebraska",2004,3134
31135,"Perkins County, Nebraska",2005,3145
31135,"Perkins County, Nebraska",2006,3041
31135,"Perkins County, Nebraska",2007,3013
31135,"Perkins County, Nebraska",2008,2949
31135,"Perkins County, Nebraska",2009,2937
31135,"Perkins County, Nebraska",2010,2978
31135,"Perkins County, Nebraska",2011,2944
31135,"Perkins County, Nebraska",2012,2930
31135,"Perkins County, Nebraska",2013,2891
31135,"Perkins County, Nebraska",2014,2875
46105,"Perkins County, South Dakota",2000,3333
46105,"Perkins County, South Dakota",2001,3269
46105,"Perkins County, South Dakota",2002,3243
46105,"Perkins County, South Dakota",2003,3141
46105,"Perkins County, South Dakota",2004,3046
46105,"Perkins County, South Dakota",2005,2984
46105,"Perkins County, South Dakota",2006,2977
46105,"Perkins County, South Dakota",2007,2963
46105,"Perkins County, South Dakota",2008,2936
46105,"Perkins County, South Dakota",2009,2943
46105,"Perkins County, South Dakota",2010,2988
46105,"Perkins County, South Dakota",2011,3018
46105,"Perkins County, South Dakota",2012,3032
46105,"Perkins County, South Dakota",2013,3025
46105,"Perkins County, South Dakota",2014,3023
37143,"Perquimans County, North Carolina",2000,11413
37143,"Perquimans County, North Carolina",2001,11533
37143,"Perquimans County, North Carolina",2002,11598
37143,"Perquimans County, North Carolina",2003,11696
37143,"Perquimans County, North Carolina",2004,11817
37143,"Perquimans County, North Carolina",2005,12102
37143,"Perquimans County, North Carolina",2006,12494
37143,"Perquimans County, North Carolina",2007,12901
37143,"Perquimans County, North Carolina",2008,13292
37143,"Perquimans County, North Carolina",2009,13273
37143,"Perquimans County, North Carolina",2010,13480
37143,"Perquimans County, North Carolina",2011,13498
37143,"Perquimans County, North Carolina",2012,13587
37143,"Perquimans County, North Carolina",2013,13634
37143,"Perquimans County, North Carolina",2014,13538
01105,"Perry County, Alabama",2000,11809
01105,"Perry County, Alabama",2001,11645
01105,"Perry County, Alabama",2002,11549
01105,"Perry County, Alabama",2003,11301
01105,"Perry County, Alabama",2004,11153
01105,"Perry County, Alabama",2005,10881
01105,"Perry County, Alabama",2006,10677
01105,"Perry County, Alabama",2007,10774
01105,"Perry County, Alabama",2008,10722
01105,"Perry County, Alabama",2009,10690
01105,"Perry County, Alabama",2010,10563
01105,"Perry County, Alabama",2011,10450
01105,"Perry County, Alabama",2012,10163
01105,"Perry County, Alabama",2013,9999
01105,"Perry County, Alabama",2014,9801
05105,"Perry County, Arkansas",2000,10223
05105,"Perry County, Arkansas",2001,10306
05105,"Perry County, Arkansas",2002,10363
05105,"Perry County, Arkansas",2003,10346
05105,"Perry County, Arkansas",2004,10352
05105,"Perry County, Arkansas",2005,10356
05105,"Perry County, Arkansas",2006,10352
05105,"Perry County, Arkansas",2007,10496
05105,"Perry County, Arkansas",2008,10441
05105,"Perry County, Arkansas",2009,10443
05105,"Perry County, Arkansas",2010,10444
05105,"Perry County, Arkansas",2011,10383
05105,"Perry County, Arkansas",2012,10328
05105,"Perry County, Arkansas",2013,10335
05105,"Perry County, Arkansas",2014,10360
17145,"Perry County, Illinois",2000,23055
17145,"Perry County, Illinois",2001,23006
17145,"Perry County, Illinois",2002,22708
17145,"Perry County, Illinois",2003,22631
17145,"Perry County, Illinois",2004,22630
17145,"Perry County, Illinois",2005,22608
17145,"Perry County, Illinois",2006,22692
17145,"Perry County, Illinois",2007,22596
17145,"Perry County, Illinois",2008,22434
17145,"Perry County, Illinois",2009,22374
17145,"Perry County, Illinois",2010,22315
17145,"Perry County, Illinois",2011,22263
17145,"Perry County, Illinois",2012,21846
17145,"Perry County, Illinois",2013,21714
17145,"Perry County, Illinois",2014,21541
18123,"Perry County, Indiana",2000,18865
18123,"Perry County, Indiana",2001,18893
18123,"Perry County, Indiana",2002,18903
18123,"Perry County, Indiana",2003,18963
18123,"Perry County, Indiana",2004,19148
18123,"Perry County, Indiana",2005,19260
18123,"Perry County, Indiana",2006,19202
18123,"Perry County, Indiana",2007,19379
18123,"Perry County, Indiana",2008,19340
18123,"Perry County, Indiana",2009,19331
18123,"Perry County, Indiana",2010,19409
18123,"Perry County, Indiana",2011,19423
18123,"Perry County, Indiana",2012,19371
18123,"Perry County, Indiana",2013,19417
18123,"Perry County, Indiana",2014,19334
21193,"Perry County, Kentucky",2000,29259
21193,"Perry County, Kentucky",2001,29112
21193,"Perry County, Kentucky",2002,29180
21193,"Perry County, Kentucky",2003,29173
21193,"Perry County, Kentucky",2004,29043
21193,"Perry County, Kentucky",2005,28851
21193,"Perry County, Kentucky",2006,28829
21193,"Perry County, Kentucky",2007,28742
21193,"Perry County, Kentucky",2008,28686
21193,"Perry County, Kentucky",2009,28713
21193,"Perry County, Kentucky",2010,28669
21193,"Perry County, Kentucky",2011,28698
21193,"Perry County, Kentucky",2012,28295
21193,"Perry County, Kentucky",2013,27982
21193,"Perry County, Kentucky",2014,27554
28111,"Perry County, Mississippi",2000,12149
28111,"Perry County, Mississippi",2001,12156
28111,"Perry County, Mississippi",2002,12232
28111,"Perry County, Mississippi",2003,12245
28111,"Perry County, Mississippi",2004,12233
28111,"Perry County, Mississippi",2005,12088
28111,"Perry County, Mississippi",2006,12098
28111,"Perry County, Mississippi",2007,12316
28111,"Perry County, Mississippi",2008,12337
28111,"Perry County, Mississippi",2009,12206
28111,"Perry County, Mississippi",2010,12234
28111,"Perry County, Mississippi",2011,12151
28111,"Perry County, Mississippi",2012,11996
28111,"Perry County, Mississippi",2013,12009
28111,"Perry County, Mississippi",2014,12053
29157,"Perry County, Missouri",2000,18134
29157,"Perry County, Missouri",2001,18171
29157,"Perry County, Missouri",2002,18318
29157,"Perry County, Missouri",2003,18313
29157,"Perry County, Missouri",2004,18454
29157,"Perry County, Missouri",2005,18602
29157,"Perry County, Missouri",2006,18672
29157,"Perry County, Missouri",2007,18961
29157,"Perry County, Missouri",2008,18976
29157,"Perry County, Missouri",2009,19050
29157,"Perry County, Missouri",2010,18938
29157,"Perry County, Missouri",2011,19008
29157,"Perry County, Missouri",2012,19001
29157,"Perry County, Missouri",2013,19053
29157,"Perry County, Missouri",2014,19118
39127,"Perry County, Ohio",2000,34099
39127,"Perry County, Ohio",2001,34375
39127,"Perry County, Ohio",2002,34629
39127,"Perry County, Ohio",2003,34944
39127,"Perry County, Ohio",2004,35117
39127,"Perry County, Ohio",2005,35254
39127,"Perry County, Ohio",2006,35430
39127,"Perry County, Ohio",2007,35582
39127,"Perry County, Ohio",2008,36150
39127,"Perry County, Ohio",2009,35996
39127,"Perry County, Ohio",2010,36037
39127,"Perry County, Ohio",2011,36232
39127,"Perry County, Ohio",2012,35984
39127,"Perry County, Ohio",2013,36000
39127,"Perry County, Ohio",2014,35926
42099,"Perry County, Pennsylvania",2000,43634
42099,"Perry County, Pennsylvania",2001,43804
42099,"Perry County, Pennsylvania",2002,43896
42099,"Perry County, Pennsylvania",2003,44216
42099,"Perry County, Pennsylvania",2004,44463
42099,"Perry County, Pennsylvania",2005,44741
42099,"Perry County, Pennsylvania",2006,45121
42099,"Perry County, Pennsylvania",2007,45454
42099,"Perry County, Pennsylvania",2008,45549
42099,"Perry County, Pennsylvania",2009,45874
42099,"Perry County, Pennsylvania",2010,45921
42099,"Perry County, Pennsylvania",2011,45924
42099,"Perry County, Pennsylvania",2012,45808
42099,"Perry County, Pennsylvania",2013,45649
42099,"Perry County, Pennsylvania",2014,45661
47135,"Perry County, Tennessee",2000,7613
47135,"Perry County, Tennessee",2001,7478
47135,"Perry County, Tennessee",2002,7530
47135,"Perry County, Tennessee",2003,7617
47135,"Perry County, Tennessee",2004,7595
47135,"Perry County, Tennessee",2005,7594
47135,"Perry County, Tennessee",2006,7620
47135,"Perry County, Tennessee",2007,7692
47135,"Perry County, Tennessee",2008,7794
47135,"Perry County, Tennessee",2009,7851
47135,"Perry County, Tennessee",2010,7940
47135,"Perry County, Tennessee",2011,7865
47135,"Perry County, Tennessee",2012,7852
47135,"Perry County, Tennessee",2013,7880
47135,"Perry County, Tennessee",2014,7819
32027,"Pershing County, Nevada",2000,6672
32027,"Pershing County, Nevada",2001,6597
32027,"Pershing County, Nevada",2002,6636
32027,"Pershing County, Nevada",2003,6519
32027,"Pershing County, Nevada",2004,6533
32027,"Pershing County, Nevada",2005,6580
32027,"Pershing County, Nevada",2006,6653
32027,"Pershing County, Nevada",2007,6715
32027,"Pershing County, Nevada",2008,6665
32027,"Pershing County, Nevada",2009,6731
32027,"Pershing County, Nevada",2010,6737
32027,"Pershing County, Nevada",2011,6610
32027,"Pershing County, Nevada",2012,6751
32027,"Pershing County, Nevada",2013,6842
32027,"Pershing County, Nevada",2014,6702
37145,"Person County, North Carolina",2000,35759
37145,"Person County, North Carolina",2001,36085
37145,"Person County, North Carolina",2002,36751
37145,"Person County, North Carolina",2003,37104
37145,"Person County, North Carolina",2004,37391
37145,"Person County, North Carolina",2005,37931
37145,"Person County, North Carolina",2006,38244
37145,"Person County, North Carolina",2007,38656
37145,"Person County, North Carolina",2008,39016
37145,"Person County, North Carolina",2009,39335
37145,"Person County, North Carolina",2010,39411
37145,"Person County, North Carolina",2011,39520
37145,"Person County, North Carolina",2012,39175
37145,"Person County, North Carolina",2013,39239
37145,"Person County, North Carolina",2014,39114
51730,"Petersburg city, Virginia",2000,33561
51730,"Petersburg city, Virginia",2001,33183
51730,"Petersburg city, Virginia",2002,32803
51730,"Petersburg city, Virginia",2003,32645
51730,"Petersburg city, Virginia",2004,32292
51730,"Petersburg city, Virginia",2005,31930
51730,"Petersburg city, Virginia",2006,32181
51730,"Petersburg city, Virginia",2007,32318
51730,"Petersburg city, Virginia",2008,32321
51730,"Petersburg city, Virginia",2009,32168
51730,"Petersburg city, Virginia",2010,32502
51730,"Petersburg city, Virginia",2011,32091
51730,"Petersburg city, Virginia",2012,31996
51730,"Petersburg city, Virginia",2013,32311
51730,"Petersburg city, Virginia",2014,32241
30069,"Petroleum County, Montana",2000,493
30069,"Petroleum County, Montana",2001,490
30069,"Petroleum County, Montana",2002,506
30069,"Petroleum County, Montana",2003,506
30069,"Petroleum County, Montana",2004,519
30069,"Petroleum County, Montana",2005,492
30069,"Petroleum County, Montana",2006,495
30069,"Petroleum County, Montana",2007,470
30069,"Petroleum County, Montana",2008,481
30069,"Petroleum County, Montana",2009,488
30069,"Petroleum County, Montana",2010,489
30069,"Petroleum County, Montana",2011,490
30069,"Petroleum County, Montana",2012,504
30069,"Petroleum County, Montana",2013,504
30069,"Petroleum County, Montana",2014,488
29159,"Pettis County, Missouri",2000,39486
29159,"Pettis County, Missouri",2001,39577
29159,"Pettis County, Missouri",2002,39543
29159,"Pettis County, Missouri",2003,39669
29159,"Pettis County, Missouri",2004,39883
29159,"Pettis County, Missouri",2005,40455
29159,"Pettis County, Missouri",2006,40937
29159,"Pettis County, Missouri",2007,41239
29159,"Pettis County, Missouri",2008,41565
29159,"Pettis County, Missouri",2009,41907
29159,"Pettis County, Missouri",2010,42274
29159,"Pettis County, Missouri",2011,42155
29159,"Pettis County, Missouri",2012,42304
29159,"Pettis County, Missouri",2013,42196
29159,"Pettis County, Missouri",2014,42200
29161,"Phelps County, Missouri",2000,39945
29161,"Phelps County, Missouri",2001,40219
29161,"Phelps County, Missouri",2002,41193
29161,"Phelps County, Missouri",2003,41883
29161,"Phelps County, Missouri",2004,42616
29161,"Phelps County, Missouri",2005,43327
29161,"Phelps County, Missouri",2006,44025
29161,"Phelps County, Missouri",2007,44300
29161,"Phelps County, Missouri",2008,44200
29161,"Phelps County, Missouri",2009,44540
29161,"Phelps County, Missouri",2010,45294
29161,"Phelps County, Missouri",2011,45246
29161,"Phelps County, Missouri",2012,45230
29161,"Phelps County, Missouri",2013,45006
29161,"Phelps County, Missouri",2014,44925
31137,"Phelps County, Nebraska",2000,9733
31137,"Phelps County, Nebraska",2001,9704
31137,"Phelps County, Nebraska",2002,9684
31137,"Phelps County, Nebraska",2003,9576
31137,"Phelps County, Nebraska",2004,9535
31137,"Phelps County, Nebraska",2005,9402
31137,"Phelps County, Nebraska",2006,9405
31137,"Phelps County, Nebraska",2007,9222
31137,"Phelps County, Nebraska",2008,9195
31137,"Phelps County, Nebraska",2009,9148
31137,"Phelps County, Nebraska",2010,9183
31137,"Phelps County, Nebraska",2011,9142
31137,"Phelps County, Nebraska",2012,9210
31137,"Phelps County, Nebraska",2013,9179
31137,"Phelps County, Nebraska",2014,9162
42101,"Philadelphia County, Pennsylvania",2000,1514563
42101,"Philadelphia County, Pennsylvania",2001,1505455
42101,"Philadelphia County, Pennsylvania",2002,1498493
42101,"Philadelphia County, Pennsylvania",2003,1493802
42101,"Philadelphia County, Pennsylvania",2004,1492882
42101,"Philadelphia County, Pennsylvania",2005,1490861
42101,"Philadelphia County, Pennsylvania",2006,1488710
42101,"Philadelphia County, Pennsylvania",2007,1493309
42101,"Philadelphia County, Pennsylvania",2008,1499731
42101,"Philadelphia County, Pennsylvania",2009,1514694
42101,"Philadelphia County, Pennsylvania",2010,1528283
42101,"Philadelphia County, Pennsylvania",2011,1540466
42101,"Philadelphia County, Pennsylvania",2012,1551824
42101,"Philadelphia County, Pennsylvania",2013,1558313
42101,"Philadelphia County, Pennsylvania",2014,1565460
05107,"Phillips County, Arkansas",2000,26290
05107,"Phillips County, Arkansas",2001,25821
05107,"Phillips County, Arkansas",2002,25067
05107,"Phillips County, Arkansas",2003,24520
05107,"Phillips County, Arkansas",2004,24174
05107,"Phillips County, Arkansas",2005,23946
05107,"Phillips County, Arkansas",2006,23244
05107,"Phillips County, Arkansas",2007,22775
05107,"Phillips County, Arkansas",2008,22411
05107,"Phillips County, Arkansas",2009,21976
05107,"Phillips County, Arkansas",2010,21676
05107,"Phillips County, Arkansas",2011,21406
05107,"Phillips County, Arkansas",2012,20736
05107,"Phillips County, Arkansas",2013,20437
05107,"Phillips County, Arkansas",2014,19952
08095,"Phillips County, Colorado",2000,4455
08095,"Phillips County, Colorado",2001,4456
08095,"Phillips County, Colorado",2002,4497
08095,"Phillips County, Colorado",2003,4415
08095,"Phillips County, Colorado",2004,4475
08095,"Phillips County, Colorado",2005,4467
08095,"Phillips County, Colorado",2006,4414
08095,"Phillips County, Colorado",2007,4378
08095,"Phillips County, Colorado",2008,4349
08095,"Phillips County, Colorado",2009,4359
08095,"Phillips County, Colorado",2010,4469
08095,"Phillips County, Colorado",2011,4401
08095,"Phillips County, Colorado",2012,4417
08095,"Phillips County, Colorado",2013,4383
08095,"Phillips County, Colorado",2014,4392
20147,"Phillips County, Kansas",2000,5995
20147,"Phillips County, Kansas",2001,5903
20147,"Phillips County, Kansas",2002,5833
20147,"Phillips County, Kansas",2003,5748
20147,"Phillips County, Kansas",2004,5749
20147,"Phillips County, Kansas",2005,5642
20147,"Phillips County, Kansas",2006,5573
20147,"Phillips County, Kansas",2007,5588
20147,"Phillips County, Kansas",2008,5586
20147,"Phillips County, Kansas",2009,5620
20147,"Phillips County, Kansas",2010,5632
20147,"Phillips County, Kansas",2011,5541
20147,"Phillips County, Kansas",2012,5521
20147,"Phillips County, Kansas",2013,5560
20147,"Phillips County, Kansas",2014,5494
30071,"Phillips County, Montana",2000,4568
30071,"Phillips County, Montana",2001,4498
30071,"Phillips County, Montana",2002,4383
30071,"Phillips County, Montana",2003,4317
30071,"Phillips County, Montana",2004,4295
30071,"Phillips County, Montana",2005,4228
30071,"Phillips County, Montana",2006,4166
30071,"Phillips County, Montana",2007,4193
30071,"Phillips County, Montana",2008,4182
30071,"Phillips County, Montana",2009,4242
30071,"Phillips County, Montana",2010,4252
30071,"Phillips County, Montana",2011,4186
30071,"Phillips County, Montana",2012,4121
30071,"Phillips County, Montana",2013,4159
30071,"Phillips County, Montana",2014,4170
17147,"Piatt County, Illinois",2000,16387
17147,"Piatt County, Illinois",2001,16357
17147,"Piatt County, Illinois",2002,16216
17147,"Piatt County, Illinois",2003,16375
17147,"Piatt County, Illinois",2004,16463
17147,"Piatt County, Illinois",2005,16649
17147,"Piatt County, Illinois",2006,16682
17147,"Piatt County, Illinois",2007,16664
17147,"Piatt County, Illinois",2008,16716
17147,"Piatt County, Illinois",2009,16774
17147,"Piatt County, Illinois",2010,16709
17147,"Piatt County, Illinois",2011,16679
17147,"Piatt County, Illinois",2012,16501
17147,"Piatt County, Illinois",2013,16429
17147,"Piatt County, Illinois",2014,16409
39129,"Pickaway County, Ohio",2000,52808
39129,"Pickaway County, Ohio",2001,52344
39129,"Pickaway County, Ohio",2002,51778
39129,"Pickaway County, Ohio",2003,51983
39129,"Pickaway County, Ohio",2004,52238
39129,"Pickaway County, Ohio",2005,52954
39129,"Pickaway County, Ohio",2006,54094
39129,"Pickaway County, Ohio",2007,55044
39129,"Pickaway County, Ohio",2008,55376
39129,"Pickaway County, Ohio",2009,55323
39129,"Pickaway County, Ohio",2010,55740
39129,"Pickaway County, Ohio",2011,55948
39129,"Pickaway County, Ohio",2012,56237
39129,"Pickaway County, Ohio",2013,56355
39129,"Pickaway County, Ohio",2014,56704
01107,"Pickens County, Alabama",2000,20881
01107,"Pickens County, Alabama",2001,20873
01107,"Pickens County, Alabama",2002,20835
01107,"Pickens County, Alabama",2003,20527
01107,"Pickens County, Alabama",2004,20380
01107,"Pickens County, Alabama",2005,20192
01107,"Pickens County, Alabama",2006,20128
01107,"Pickens County, Alabama",2007,19989
01107,"Pickens County, Alabama",2008,19951
01107,"Pickens County, Alabama",2009,19814
01107,"Pickens County, Alabama",2010,19749
01107,"Pickens County, Alabama",2011,19354
01107,"Pickens County, Alabama",2012,19309
01107,"Pickens County, Alabama",2013,19300
01107,"Pickens County, Alabama",2014,20272
13227,"Pickens County, Georgia",2000,23412
13227,"Pickens County, Georgia",2001,24334
13227,"Pickens County, Georgia",2002,25258
13227,"Pickens County, Georgia",2003,26209
13227,"Pickens County, Georgia",2004,26810
13227,"Pickens County, Georgia",2005,27277
13227,"Pickens County, Georgia",2006,28169
13227,"Pickens County, Georgia",2007,29095
13227,"Pickens County, Georgia",2008,29531
13227,"Pickens County, Georgia",2009,29542
13227,"Pickens County, Georgia",2010,29436
13227,"Pickens County, Georgia",2011,29390
13227,"Pickens County, Georgia",2012,29260
13227,"Pickens County, Georgia",2013,29387
13227,"Pickens County, Georgia",2014,29807
45077,"Pickens County, South Carolina",2000,111062
45077,"Pickens County, South Carolina",2001,111600
45077,"Pickens County, South Carolina",2002,111806
45077,"Pickens County, South Carolina",2003,112704
45077,"Pickens County, South Carolina",2004,113554
45077,"Pickens County, South Carolina",2005,114344
45077,"Pickens County, South Carolina",2006,115570
45077,"Pickens County, South Carolina",2007,116815
45077,"Pickens County, South Carolina",2008,118330
45077,"Pickens County, South Carolina",2009,119183
45077,"Pickens County, South Carolina",2010,119337
45077,"Pickens County, South Carolina",2011,119698
45077,"Pickens County, South Carolina",2012,119807
45077,"Pickens County, South Carolina",2013,119249
